OBJECTID_1,OBJECTID,CustomerID,Count_,Country,State,City,Zip_Code,Lat_Long,Lat_Long_X,Lat_Long_Y,Latitude,Longitude,Gender,Senior_Citizen,Partner,Dependents,Tenure_Months,Phone_Service,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Contract,Paperless_Billing,Payment_Method,Monthly_Charges,Total_Charges,Churn_Label,Churn_Value,Churn_Score,CLTV,Churn_Reason,NEAR_FID,NEAR_DIST,BUFF_DIST,No_in_mile,Shape_Length,Shape_Area
6614,6614,5339-PXDVH,1,United States,California,Clipper Mills,95930,"39.562239, -121.14836",-121.148359999999997,39.562238999999998,39.562238999999998,-121.148359999999997,Male,No,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,90.650000000000006,367.949999999999989,No,0,70,3559,,825,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
6615,6615,2205-LPVGL,1,United States,California,Colusa,95932,"39.273096, -122.050763",-122.050763000000003,39.273096000000002,39.273096000000002,-122.050763000000003,Male,Yes,Yes,Yes,58,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),89.849999999999994,5125.750000000000000,No,0,58,5035,,826,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
6616,6616,8782-NUUOL,1,United States,California,Crescent Mills,95934,"40.080342, -120.957805",-120.957804999999993,40.080342000000002,40.080342000000002,-120.957804999999993,Male,No,No,No,60,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,79.000000000000000,4801.100000000000364,No,0,43,4807,,1255,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
6617,6617,7601-WFVZV,1,United States,California,Downieville,95936,"39.578792, -120.780786",-120.780786000000006,39.578792000000000,39.578792000000000,-120.780786000000006,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.550000000000001,19.550000000000001,No,0,79,3718,,827,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
6618,6618,4609-KNNWG,1,United States,California,Dunnigan,95937,"38.931425, -121.946081",-121.946081000000007,38.931424999999997,38.931424999999997,-121.946081000000007,Female,No,Yes,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.899999999999999,550.100000000000023,No,0,49,4870,,395,0.000000000000000,5280.000000000000000,2,33175.218421908211894,87582576.633837684988976
6619,6619,4868-AADLV,1,United States,California,Durham,95938,"39.607831, -121.777959",-121.777958999999996,39.607830999999997,39.607830999999997,-121.777958999999996,Male,Yes,Yes,Yes,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,116.250000000000000,7862.250000000000000,No,0,31,4578,,1254,31591.291229350430513,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
6620,6620,9529-OFXHY,1,United States,California,Elk Creek,95939,"39.53222, -122.594879",-122.594879000000006,39.532220000000002,39.532220000000002,-122.594879000000006,Male,No,No,No,15,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.750000000000000,1242.200000000000045,No,0,61,5415,,1256,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
6621,6621,2669-QVCRG,1,United States,California,Forest Ranch,95942,"40.077028, -121.494168",-121.494168000000002,40.077027999999999,40.077027999999999,-121.494168000000002,Female,No,No,No,41,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),81.299999999999997,3190.650000000000091,No,0,62,2299,,396,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
6622,6622,2478-EEWWM,1,United States,California,Glenn,95943,"39.597975, -122.032248",-122.032247999999996,39.597974999999998,39.597974999999998,-122.032247999999996,Male,No,Yes,No,59,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.299999999999997,2666.750000000000000,No,0,28,5905,,1258,49193.650702101418574,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
6623,6623,9174-IHETN,1,United States,California,Goodyears Bar,95944,"39.564113, -120.868836",-120.868836000000002,39.564112999999999,39.564112999999999,-120.868836000000002,Female,No,No,Yes,50,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),70.349999999999994,3533.599999999999909,No,0,50,5521,,827,25391.934694286948798,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
6624,6624,2233-TXSIU,1,United States,California,Grass Valley,95945,"39.194539, -120.988066",-120.988066000000003,39.194538999999999,39.194538999999999,-120.988066000000003,Male,No,Yes,Yes,17,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,One year,No,Credit card (automatic),44.450000000000003,792.149999999999977,No,0,73,3522,,808,42858.302354228602780,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
6625,6625,9644-UMGQA,1,United States,California,Penn Valley,95946,"39.203817, -121.19584",-121.195840000000004,39.203817000000001,39.203817000000001,-121.195840000000004,Male,No,Yes,Yes,6,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.149999999999999,295.649999999999977,No,0,43,4076,,833,13745.534350677446128,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
6626,6626,3256-EZDBI,1,United States,California,Greenville,95947,"40.160386, -120.835428",-120.835427999999993,40.160386000000003,40.160386000000003,-120.835427999999993,Male,Yes,Yes,No,51,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),29.449999999999999,1459.349999999999909,No,0,80,6285,,1255,45016.507498121951357,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
6627,6627,0419-YAAPX,1,United States,California,Grass Valley,95949,"39.099204, -121.137962",-121.137962000000002,39.099204000000000,39.099204000000000,-121.137962000000002,Male,No,Yes,No,49,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.299999999999997,4297.949999999999818,No,0,71,4696,,397,0.000000000000000,5280.000000000000000,2,33175.218421908211894,87582576.633837684988976
6628,6628,0872-CASZJ,1,United States,California,Hamilton City,95951,"39.732767, -122.042298",-122.042298000000002,39.732767000000003,39.732767000000003,-122.042298000000002,Male,No,Yes,No,59,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,69.099999999999994,4096.899999999999636,No,0,29,4765,,1258,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
6629,6629,4726-DLWQN,1,United States,California,Live Oak,95953,"39.258746, -121.77697",-121.776970000000006,39.258746000000002,39.258746000000002,-121.776970000000006,Male,Yes,No,No,50,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),70.349999999999994,3454.599999999999909,No,0,30,5596,,1259,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
6630,6630,8164-OCKUJ,1,United States,California,Magalia,95954,"39.933852, -121.584371",-121.584371000000004,39.933852000000002,39.933852000000002,-121.584371000000004,Female,No,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.600000000000001,1286.000000000000000,No,0,55,6325,,398,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
6631,6631,3094-JOJAI,1,United States,California,Maxwell,95955,"39.281194, -122.226568",-122.226568000000000,39.281193999999999,39.281193999999999,-122.226568000000000,Male,No,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,74.150000000000006,1387.000000000000000,No,0,49,2643,,1260,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
6632,6632,9494-MRNYX,1,United States,California,Meadow Valley,95956,"39.937017, -121.058043",-121.058042999999998,39.937016999999997,39.937016999999997,-121.058042999999998,Male,No,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.049999999999997,786.299999999999955,No,0,23,3399,,1261,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
6633,6633,2599-CZABP,1,United States,California,Meridian,95957,"39.068071, -121.832638",-121.832638000000003,39.068071000000003,39.068071000000003,-121.832638000000003,Male,No,Yes,No,14,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,44.600000000000001,641.250000000000000,No,0,51,4612,,830,22000.482496068863838,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
6634,6634,7945-PRBVF,1,United States,California,Nevada City,95959,"39.333737, -120.858667",-120.858666999999997,39.333736999999999,39.333736999999999,-120.858666999999997,Male,No,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.449999999999999,705.450000000000045,No,0,71,3967,,399,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
6635,6635,4544-RXFMG,1,United States,California,North San Juan,95960,"39.423046, -120.984472",-120.984471999999997,39.423045999999999,39.423045999999999,-120.984471999999997,Male,No,Yes,Yes,8,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,43.450000000000003,345.500000000000000,No,0,50,4184,,822,32596.578027915988059,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
6636,6636,0859-YGKFW,1,United States,California,Olivehurst,95961,"39.082568, -121.55325",-121.553250000000006,39.082568000000002,39.082568000000002,-121.553250000000006,Male,No,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.050000000000001,345.899999999999977,No,0,63,4458,,1262,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
6637,6637,1150-FTQGN,1,United States,California,Oregon House,95962,"39.342587, -121.249833",-121.249832999999995,39.342587000000002,39.342587000000002,-121.249832999999995,Female,No,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),94.150000000000006,5811.800000000000182,No,0,60,6399,,394,17670.317044945852103,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
6638,6638,7196-LIWRH,1,United States,California,Oroville,95965,"39.624561, -121.552866",-121.552865999999995,39.624561000000000,39.624561000000000,-121.552865999999995,Female,No,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.550000000000001,124.450000000000003,No,0,61,5980,,400,67142.637771261899616,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
6639,6639,5448-VWNAM,1,United States,California,Oroville,95966,"39.473896, -121.415927",-121.415926999999996,39.473896000000003,39.473896000000003,-121.415926999999996,Female,No,No,Yes,19,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,75.900000000000006,1375.599999999999909,No,0,69,4198,,400,0.000000000000000,5280.000000000000000,2,33175.218421908211894,87582576.633837684988976
6640,6640,1177-XZBJL,1,United States,California,Palermo,95968,"39.435756, -121.552071",-121.552070999999998,39.435755999999998,39.435755999999998,-121.552070999999998,Male,No,Yes,Yes,53,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),64.150000000000006,3491.550000000000182,No,0,45,5570,,831,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
6641,6641,3518-FSTWG,1,United States,California,Paradise,95969,"39.69676, -121.644379",-121.644379000000001,39.696759999999998,39.696759999999998,-121.644379000000001,Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.549999999999997,7920.699999999999818,No,0,59,4086,,1254,54550.191651036468102,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
6642,6642,9330-VOFSZ,1,United States,California,Princeton,95970,"39.424957, -122.039307",-122.039306999999994,39.424956999999999,39.424956999999999,-122.039306999999994,Female,No,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.799999999999997,6640.699999999999818,No,0,79,5942,,401,0.000000000000000,5280.000000000000000,2,33175.218421908211894,87582576.633837684988976
6643,6643,0939-EREMR,1,United States,California,Chico,95973,"39.903272, -121.843567",-121.843566999999993,39.903272000000001,39.903272000000001,-121.843566999999993,Female,No,No,Yes,13,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,53.450000000000003,718.100000000000023,No,0,40,4335,,423,52575.050670336400799,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
6644,6644,9389-ACWBI,1,United States,California,Richvale,95974,"39.495768, -121.747472",-121.747472000000002,39.495767999999998,39.495767999999998,-121.747472000000002,Female,No,Yes,Yes,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),69.950000000000003,320.399999999999977,No,0,73,3850,,1704,54371.994401338903117,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
6645,6645,3644-QXEHN,1,United States,California,Smartville,95977,"39.176595, -121.291692",-121.291691999999998,39.176594999999999,39.176594999999999,-121.291691999999998,Male,No,Yes,Yes,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,97.000000000000000,1334.450000000000045,No,0,35,5282,,820,34102.773102669030777,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
6646,6646,2911-IJORQ,1,United States,California,Stirling City,95978,"39.904002, -121.527823",-121.527822999999998,39.904001999999998,39.904001999999998,-121.527822999999998,Male,No,No,No,37,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),90.599999999999994,3358.650000000000091,No,0,26,2546,,398,19225.451028950916225,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
6647,6647,5921-NGYRH,1,United States,California,Stonyford,95979,"39.288127, -122.415841",-122.415841000000000,39.288127000000003,39.288127000000003,-122.415841000000000,Male,No,Yes,No,64,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,73.549999999999997,4764.000000000000000,No,0,50,5018,,1260,53611.962835469341371,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
6648,6648,5998-DZLYR,1,United States,California,Sutter,95982,"39.172777, -121.805845",-121.805845000000005,39.172777000000004,39.172777000000004,-121.805845000000005,Female,No,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),94.349999999999994,5703.000000000000000,No,0,48,4676,,834,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
6649,6649,3985-HOYPM,1,United States,California,Washington,95986,"39.34128, -120.786867",-120.786867000000001,39.341279999999998,39.341279999999998,-120.786867000000001,Male,No,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.399999999999999,525.549999999999955,No,0,71,4602,,399,20490.512136632933107,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
6650,6650,9548-LERKT,1,United States,California,Willows,95988,"39.493991, -122.286363",-122.286362999999994,39.493991000000001,39.493991000000001,-122.286362999999994,Male,No,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.750000000000000,483.149999999999977,No,0,34,3455,,836,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
6651,6651,6576-FBXOJ,1,United States,California,Yuba City,95991,"39.02741, -121.614982",-121.614981999999998,39.027410000000003,39.027410000000003,-121.614981999999998,Male,No,Yes,No,17,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,54.600000000000001,934.799999999999955,No,0,22,4590,,1262,26673.392410520715202,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
6652,6652,4310-KEDTB,1,United States,California,Yuba City,95993,"39.075694, -121.70606",-121.706059999999994,39.075693999999999,39.075693999999999,-121.706059999999994,Female,No,No,Yes,26,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,29.800000000000001,786.500000000000000,No,0,27,3746,,404,0.000000000000000,5280.000000000000000,2,33175.218421908211894,87582576.633837684988976
